"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C02_001E","S1901_C02_001M","S1901_C03_001E","S1901_C03_001M","S1901_C04_001E","S1901_C04_001M","S1901_C01_002E","S1901_C01_002M","S1901_C02_002E","S1901_C02_002M","S1901_C03_002E","S1901_C03_002M","S1901_C04_002E","S1901_C04_002M","S1901_C01_003E","S1901_C01_003M","S1901_C02_003E","S1901_C02_003M","S1901_C03_003E","S1901_C03_003M","S1901_C04_003E","S1901_C04_003M","S1901_C01_004E","S1901_C01_004M","S1901_C02_004E","S1901_C02_004M","S1901_C03_004E","S1901_C03_004M","S1901_C04_004E","S1901_C04_004M","S1901_C01_005E","S1901_C01_005M","S1901_C02_005E","S1901_C02_005M","S1901_C03_005E","S1901_C03_005M","S1901_C04_005E","S1901_C04_005M","S1901_C01_006E","S1901_C01_006M","S1901_C02_006E","S1901_C02_006M","S1901_C03_006E","S1901_C03_006M","S1901_C04_006E","S1901_C04_006M","S1901_C01_007E","S1901_C01_007M","S1901_C02_007E","S1901_C02_007M","S1901_C03_007E","S1901_C03_007M","S1901_C04_007E","S1901_C04_007M","S1901_C01_008E","S1901_C01_008M","S1901_C02_008E","S1901_C02_008M","S1901_C03_008E","S1901_C03_008M","S1901_C04_008E","S1901_C04_008M","S1901_C01_009E","S1901_C01_009M","S1901_C02_009E","S1901_C02_009M","S1901_C03_009E","S1901_C03_009M","S1901_C04_009E","S1901_C04_009M","S1901_C01_010E","S1901_C01_010M","S1901_C02_010E","S1901_C02_010M","S1901_C03_010E","S1901_C03_010M","S1901_C04_010E","S1901_C04_010M","S1901_C01_011E","S1901_C01_011M","S1901_C02_011E","S1901_C02_011M","S1901_C03_011E","S1901_C03_011M","S1901_C04_011E","S1901_C04_011M","S1901_C01_012E","S1901_C01_012M","S1901_C02_012E","S1901_C02_012M","S1901_C03_012E","S1901_C03_012M","S1901_C04_012E","S1901_C04_012M","S1901_C01_013E","S1901_C01_013M","S1901_C02_013E","S1901_C02_013M","S1901_C03_013E","S1901_C03_013M","S1901_C04_013E","S1901_C04_013M","S1901_C01_014E","S1901_C01_014M","S1901_C02_014E","S1901_C02_014M","S1901_C03_014E","S1901_C03_014M","S1901_C04_014E","S1901_C04_014M","S1901_C01_015E","S1901_C01_015M","S1901_C02_015E","S1901_C02_015M","S1901_C03_015E","S1901_C03_015M","S1901_C04_015E","S1901_C04_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_016E","S1901_C02_016M","S1901_C03_016E","S1901_C03_016M","S1901_C04_016E","S1901_C04_016M"
"8600000US19115","ZCTA5 19115","13767","289","8501","413","6346","404","5266","445","8.4","1.8","3.0","1.3","1.6","1.3","17.4","4.6","5.8","1.5","4.1","1.6","4.4","2.0","8.5","3.4","10.0","1.7","5.6","1.8","4.9","1.8","17.3","3.4","9.8","1.5","8.1","2.2","7.5","2.4","12.7","3.0","14.5","2.5","13.5","2.6","12.0","2.9","17.5","4.6","15.7","2.8","16.0","3.0","14.7","3.0","16.2","5.2","12.0","2.1","15.1","3.0","16.4","3.3","5.6","2.6","13.0","1.8","18.1","2.5","19.5","3.1","3.6","1.5","6.2","1.5","9.3","2.4","11.7","2.9","0.8","0.7","4.7","1.4","7.3","2.3","7.3","2.3","0.3","0.5","52635","5330","74571","10067","85348","6280","30743","4135","74614","4346","95924","6885","N","N","38301","3252","38.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","43.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.8","(X)"
"8600000US19116","ZCTA5 19116","12664","249","8193","338","6412","360","4471","340","7.6","1.6","2.1","1.0","1.2","0.9","17.7","3.8","7.4","1.6","4.7","1.5","4.5","1.7","12.3","3.3","10.6","1.8","7.9","2.1","6.5","2.3","16.6","3.3","10.8","2.0","9.4","2.0","8.5","2.2","13.6","4.3","9.7","1.8","7.6","1.9","8.2","2.2","13.3","3.6","17.1","2.2","21.4","2.9","19.6","2.5","10.7","3.2","11.9","2.1","13.5","2.5","14.7","3.0","8.4","3.7","14.0","2.3","18.5","3.2","19.5","3.7","5.5","2.8","6.7","1.5","9.3","2.2","10.8","2.5","0.8","0.8","4.2","1.0","5.6","1.5","6.4","1.8","1.3","1.0","55123","4070","71467","4957","77853","7226","28205","3406","71737","3567","87452","5210","N","N","40140","3839","38.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.0","(X)"
"8600000US19118","ZCTA5 19118","4435","144","2468","166","2044","165","1967","154","3.9","1.7","1.5","1.0","0.3","0.5","6.9","3.6","1.4","0.9","0.4","0.4","0.1","0.3","2.7","2.0","7.1","1.9","4.9","3.1","3.2","2.8","11.0","3.4","5.0","1.6","2.1","1.2","1.1","1.0","8.6","3.3","15.5","3.3","8.5","3.1","8.6","3.4","24.6","6.0","12.0","2.3","11.0","3.1","9.6","3.1","14.3","3.9","11.9","2.4","11.3","3.2","10.8","3.7","11.2","3.3","15.8","2.3","19.2","3.2","18.8","3.8","11.6","3.6","8.8","1.8","11.4","2.9","13.3","3.4","5.1","2.5","18.5","2.4","29.7","4.0","34.1","5.0","3.9","1.6","85437","7452","124295","9166","137083","25088","47147","5936","138904","10747","191557","18865","N","N","70183","7557","32.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.7","(X)"
"8600000US19119","ZCTA5 19119","11930","339","6694","325","4455","261","5236","386","6.4","1.5","3.1","1.4","1.1","0.8","11.4","2.8","4.0","1.2","1.5","1.0","1.4","1.1","7.2","2.4","10.4","2.2","4.2","1.5","1.8","1.1","19.1","4.3","8.2","1.7","4.4","1.7","2.4","1.0","12.3","2.9","12.2","2.4","12.3","3.2","7.3","2.6","12.1","2.9","15.8","2.1","14.7","2.6","12.9","3.2","17.3","3.9","11.3","2.1","12.1","2.5","11.5","2.7","10.5","2.8","12.8","1.9","17.9","2.9","20.1","3.5","5.9","2.1","7.1","1.4","11.2","2.2","15.2","3.3","1.4","0.8","11.8","2.1","18.6","3.7","26.2","4.9","2.8","1.4","61297","4474","93315","8863","130456","9750","35108","5052","96034","5947","128789","10277","N","N","52097","5338","38.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.7","(X)"
"8600000US19120","ZCTA5 19120","23206","434","15951","631","6908","521","7255","621","13.9","1.8","8.1","1.8","4.4","1.9","29.6","4.3","7.1","1.4","6.0","1.7","4.0","2.2","9.5","2.7","12.3","1.7","13.9","2.4","9.1","3.0","13.1","2.9","13.1","1.9","13.0","2.3","12.3","3.4","12.8","2.8","17.0","2.1","16.3","2.3","14.9","3.2","18.0","4.3","17.2","2.4","19.8","2.8","22.6","4.4","11.9","3.0","9.4","1.7","11.3","2.1","15.2","3.6","2.2","1.2","7.5","1.5","8.2","1.7","12.4","3.0","2.8","2.0","2.2","0.8","3.0","1.0","4.8","2.0","0.0","0.3","0.4","0.2","0.5","0.3","0.2","0.2","0.0","0.3","37891","1913","42604","3186","56529","8545","23318","3525","47676","2105","53407","2701","63709","3590","28501","2578","43.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","47.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.2","(X)"
"8600000US19121","ZCTA5 19121","11980","490","5178","436","1134","219","6802","481","26.8","3.3","19.6","4.7","6.3","4.3","32.9","4.6","13.6","2.4","9.8","3.5","2.0","2.1","16.5","3.3","15.9","2.4","17.8","4.1","10.1","7.5","14.8","3.0","9.8","2.2","11.2","4.0","7.6","4.4","9.4","2.6","11.0","2.3","11.3","3.1","10.6","6.0","10.9","3.5","10.1","2.4","13.1","3.7","29.6","10.4","6.5","2.1","6.5","1.6","7.6","2.3","12.8","5.9","5.4","2.2","4.7","1.5","7.7","3.2","15.4","8.6","2.2","1.3","0.6","0.5","1.9","1.4","4.4","4.6","0.4","0.6","1.1","0.7","0.3","0.3","1.2","1.6","1.0","0.7","19668","2181","27267","3500","58417","4327","15292","2104","36436","3418","41790","4167","N","N","31134","4944","44.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","46.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","42.6","(X)"
"8600000US19122","ZCTA5 19122","6505","281","3280","244","1306","192","3225","259","19.4","2.8","13.1","3.6","8.5","5.3","27.5","4.4","8.1","1.8","4.6","2.0","1.1","1.2","12.1","3.0","12.8","2.4","10.7","2.9","7.5","4.5","14.7","3.6","8.6","1.9","12.0","3.4","6.2","3.6","5.4","2.0","12.7","2.6","14.9","3.7","13.4","6.0","11.7","4.2","16.3","2.7","20.1","4.7","24.8","6.7","12.6","2.9","7.9","2.1","8.4","2.4","11.6","3.8","6.0","2.5","8.5","1.7","10.9","3.0","15.8","6.1","4.4","1.6","3.0","1.3","1.6","1.3","3.6","3.1","4.2","2.2","2.7","1.1","3.7","2.0","7.4","4.9","1.4","1.0","35828","3598","45852","5249","63404","4275","22987","3496","55359","5636","61957","7893","N","N","45380","7550","47.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","50.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","41.4","(X)"
"8600000US19123","ZCTA5 19123","7519","303","2444","264","1549","206","5075","317","13.4","2.5","9.0","3.7","1.1","0.9","15.5","3.3","6.9","2.2","3.9","2.6","0.6","1.1","8.3","3.0","6.2","1.9","7.0","3.7","4.3","3.7","6.1","2.6","5.6","1.7","7.1","3.6","2.7","2.4","5.0","1.7","8.1","2.3","8.7","3.5","9.0","5.0","7.5","2.9","10.8","2.0","8.6","3.0","10.6","4.3","11.6","2.5","12.5","3.1","10.0","4.5","11.2","5.3","13.9","3.7","16.4","3.2","14.4","4.3","17.9","6.1","17.5","4.0","9.7","2.1","12.4","4.0","16.5","5.6","8.0","3.1","10.7","2.3","19.0","5.0","26.0","7.3","6.7","2.4","73730","8441","90000","20706","133875","32744","64657","9044","98166","7543","129691","17913","N","N","82572","8773","37.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","44.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.8","(X)"
"8600000US19124","ZCTA5 19124","22667","594","14305","673","5649","475","8362","631","14.5","2.0","10.7","2.1","4.8","2.5","22.0","3.9","9.6","1.6","7.9","1.7","3.2","1.7","12.8","3.2","14.7","2.0","16.5","2.6","7.6","2.5","15.1","3.1","13.5","1.9","12.6","2.4","10.0","3.1","14.9","3.7","12.9","1.8","13.7","2.2","13.3","3.4","11.4","2.6","14.6","1.9","14.9","2.2","20.1","3.8","13.1","3.0","10.1","1.7","11.2","2.2","17.6","4.4","6.4","2.4","7.5","1.4","8.6","1.8","16.1","3.7","4.0","2.0","2.0","0.8","3.0","1.3","5.7","2.6","0.0","0.3","0.7","0.4","0.9","0.5","1.6","1.0","0.3","0.5","33427","2101","38145","4353","61446","4934","25044","3511","46870","2729","51350","2753","N","N","35414","5235","47.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","49.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","40.9","(X)"
"8600000US19125","ZCTA5 19125","10109","317","4337","365","2781","289","5772","389","8.0","2.3","8.6","3.9","0.5","0.7","7.6","2.7","3.9","1.3","4.6","2.5","0.9","1.2","4.3","1.8","7.9","2.3","6.4","3.3","3.1","2.2","9.7","3.3","7.7","2.3","6.8","3.4","3.4","1.7","7.1","2.9","13.7","2.4","15.1","4.0","15.3","5.1","12.6","3.4","15.5","2.5","12.2","3.9","11.7","4.5","19.5","3.9","13.6","2.8","11.6","3.9","14.7","4.9","14.4","3.5","16.6","2.8","18.8","4.3","27.1","5.4","14.2","3.4","7.5","2.0","8.2","2.7","12.0","3.6","6.9","2.7","5.6","2.0","7.7","2.8","11.3","4.3","3.7","2.3","65218","5281","66883","12018","100512","9800","62922","6849","79506","5646","85058","8375","N","N","73419","6304","35.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.1","(X)"
"8600000US19126","ZCTA5 19126","5783","296","3337","322","1410","234","2446","277","14.8","3.6","9.5","4.2","0.3","0.5","22.1","5.8","4.9","1.9","2.2","2.0","0.3","0.5","8.8","3.7","13.2","3.6","11.1","4.8","3.7","2.8","16.5","5.6","12.3","3.5","10.1","5.2","5.0","4.2","15.6","5.3","11.6","2.5","10.0","3.2","10.2","4.4","13.9","4.6","16.7","3.7","19.7","5.1","19.6","6.3","11.9","4.6","10.8","2.3","15.8","4.1","17.6","6.4","5.4","2.7","9.6","3.3","15.3","5.2","30.4","9.3","1.1","1.2","3.3","1.3","3.8","1.9","8.0","4.2","1.6","1.5","2.7","1.5","2.4","1.2","4.8","2.7","3.1","3.1","41266","6537","60165","13062","95459","15633","26495","4777","58851","7232","69133","7577","N","N","43312","12591","44.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","44.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","45.1","(X)"
"8600000US19127","ZCTA5 19127","2529","211","824","194","585","178","1705","209","7.9","3.9","0.0","3.0","0.0","4.2","11.8","5.5","3.7","1.9","2.7","3.1","3.8","4.4","4.2","2.4","4.5","2.7","9.6","8.1","5.3","6.1","2.3","1.8","6.0","3.5","5.9","5.6","2.4","3.8","6.7","4.8","13.8","4.7","14.2","9.4","6.3","6.8","14.9","5.4","14.9","4.2","8.5","6.6","4.1","5.0","18.5","5.3","13.8","4.1","9.8","5.0","13.8","7.1","13.4","5.2","23.8","6.0","28.6","11.2","35.2","13.4","21.0","6.9","7.0","2.5","11.2","6.8","15.7","9.2","5.4","2.4","4.6","2.1","9.5","6.0","13.3","7.9","1.8","1.6","73750","9478","96000","27567","125313","31112","64114","9220","89063","10187","107969","26959","N","N","77482","11770","36.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","48.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.9","(X)"
"8600000US19128","ZCTA5 19128","16068","381","8513","377","6648","349","7555","500","4.5","1.0","1.3","0.8","0.5","0.5","8.4","2.1","2.9","0.9","1.1","0.7","0.6","0.5","4.8","1.5","6.0","1.2","4.5","1.8","3.5","1.8","8.0","1.7","9.3","1.7","8.4","2.4","7.5","2.7","10.4","2.9","9.6","1.5","7.1","1.8","6.0","1.6","12.5","2.2","18.9","2.3","18.1","3.3","12.3","2.7","21.4","3.1","12.9","1.9","14.4","2.4","15.1","2.8","11.4","2.5","19.9","2.2","22.7","3.3","26.8","3.9","15.7","2.7","8.8","1.3","12.1","2.4","14.8","2.9","3.9","1.3","7.2","1.3","10.3","2.0","13.0","2.4","3.5","1.6","72563","5514","90618","6716","109400","10384","55184","3376","90345","3432","108456","4966","N","N","67199","4712","31.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.1","(X)"
"8600000US19129","ZCTA5 19129","4387","298","1981","274","1162","196","2406","246","11.9","4.1","5.4","4.5","0.0","2.1","17.9","6.6","6.0","2.8","4.8","5.0","2.3","3.8","6.9","3.6","4.7","2.3","3.1","2.3","0.3","0.5","6.3","3.9","6.0","2.4","3.3","3.0","0.3","0.6","8.2","4.1","13.2","4.0","13.2","4.8","8.3","5.1","14.5","5.6","12.0","3.9","9.2","5.5","5.0","3.8","12.1","4.4","12.1","3.8","15.2","6.3","18.2","8.9","10.6","3.7","18.0","4.7","24.6","7.7","31.8","9.9","11.5","4.5","7.8","2.5","7.3","3.4","12.5","5.7","8.1","3.5","8.3","2.3","13.8","4.6","21.1","7.1","3.8","2.3","63926","11659","91096","18161","133406","12248","44944","8410","89801","8559","117169","16837","N","N","65938","8706","31.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","40.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.7","(X)"
"8600000US19130","ZCTA5 19130","13278","407","5090","366","3930","302","8188","464","4.8","1.4","2.8","1.5","1.8","2.0","6.0","1.8","2.1","0.9","0.5","0.6","0.0","0.6","3.1","1.4","6.7","1.5","4.1","2.0","0.6","0.6","8.3","2.0","6.8","1.8","4.3","1.9","2.1","1.6","8.5","2.3","9.2","1.6","8.4","2.5","6.2","2.5","10.0","2.3","15.4","2.3","8.5","2.7","6.5","2.2","20.0","3.1","13.0","1.6","9.1","2.0","8.3","2.1","15.3","2.3","19.2","2.2","19.8","3.2","23.4","3.9","18.5","2.8","9.7","1.2","17.1","2.9","19.5","3.4","5.5","1.3","13.0","1.7","25.3","3.5","31.6","4.2","4.7","1.8","82632","4775","127628","9811","155449","14569","64595","6003","114019","7186","162119","13841","N","N","82926","8014","29.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.7","(X)"
"8600000US19131","ZCTA5 19131","17446","449","8770","520","3113","327","8676","522","19.3","2.1","12.8","3.0","7.3","3.7","27.2","3.7","9.3","1.7","8.4","2.2","5.0","2.7","10.4","2.3","11.8","1.8","11.3","2.8","4.3","2.2","13.0","2.1","9.8","1.9","9.3","2.3","7.8","3.9","9.8","2.5","13.8","2.1","15.7","2.8","10.7","3.6","12.0","2.7","14.5","1.8","15.1","2.7","20.8","5.0","14.0","2.7","10.0","1.8","12.5","3.2","17.6","5.9","7.4","1.8","8.6","1.7","10.4","2.5","16.9","5.3","5.1","1.7","1.2","0.5","1.9","0.9","2.8","1.9","0.4","0.4","1.7","0.7","2.7","1.3","6.7","3.5","0.7","0.5","34844","1802","43604","3469","70039","8008","24531","3456","47086","2448","55568","4200","N","N","36555","3131","49.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","56.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","41.3","(X)"
"8600000US19132","ZCTA5 19132","13756","426","6359","444","1825","258","7397","441","28.9","2.9","14.3","3.6","3.5","2.6","42.2","4.5","10.0","1.8","9.9","3.0","7.0","4.5","10.6","2.8","16.7","2.4","15.3","3.2","12.4","4.8","17.7","3.4","12.5","2.1","15.8","3.7","12.1","6.2","10.4","2.5","12.4","1.7","13.3","2.9","10.3","5.6","11.0","2.7","11.7","2.0","18.5","3.3","24.1","7.2","5.4","1.9","4.0","1.1","6.2","2.0","13.6","4.9","1.9","1.0","2.1","0.8","3.4","1.6","7.1","4.3","0.6","0.5","1.1","0.5","2.1","1.2","5.7","3.6","0.2","0.3","0.7","0.7","1.3","1.4","4.3","4.8","0.0","0.3","20955","1906","31459","2825","57708","10528","13590","2252","31880","2452","43158","3880","N","N","20243","1846","44.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","50.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","37.2","(X)"
"8600000US19133","ZCTA5 19133","8907","389","5474","455","1723","301","3433","353","27.3","3.5","17.8","3.7","7.3","4.0","48.0","7.9","13.2","2.9","12.8","3.6","10.0","5.7","14.6","4.3","18.1","3.2","19.3","3.6","15.4","6.0","15.6","5.5","14.8","3.5","18.1","4.3","20.0","7.1","8.4","4.2","10.1","2.6","11.7","3.5","16.4","7.9","5.2","3.1","8.4","2.4","8.9","2.7","14.2","5.6","5.7","3.3","4.8","1.7","7.3","2.6","12.8","5.9","1.3","1.5","1.2","0.8","1.2","1.0","2.3","2.7","0.7","0.9","0.5","0.4","0.7","0.7","1.6","1.8","0.0","0.7","1.5","0.9","2.2","1.4","0.1","0.2","0.5","0.7","19130","1358","25041","2934","33914","3542","10594","2078","32496","3912","38981","5800","N","N","19703","3421","49.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","54.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","40.4","(X)"
"8600000US19134","ZCTA5 19134","19830","596","12725","548","4317","416","7105","588","19.4","2.5","15.8","2.6","5.1","2.6","31.9","4.7","9.4","1.5","10.4","2.0","4.0","2.1","8.8","2.2","14.8","2.0","14.8","2.7","9.0","3.5","14.9","3.1","14.2","1.9","13.9","2.2","11.5","4.3","15.7","3.5","12.0","1.9","13.1","2.4","14.0","3.7","9.6","2.9","13.0","1.7","12.7","2.2","15.2","4.0","9.8","3.0","6.7","1.3","6.6","1.5","13.0","3.7","3.7","1.8","7.4","1.7","8.8","2.1","19.4","4.9","4.2","1.8","1.9","0.7","2.9","1.0","6.5","2.7","0.5","0.8","1.2","0.6","0.9","0.5","2.3","1.4","1.0","1.0","28911","1696","31080","2945","58967","9381","20770","4019","43714","2325","46705","2881","N","N","32280","3731","41.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","42.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.5","(X)"
"8600000US19135","ZCTA5 19135","11945","371","7813","446","3995","291","4132","389","9.4","2.0","5.8","2.3","2.8","2.4","17.8","4.7","4.3","1.4","2.9","1.5","1.5","1.4","7.6","3.0","13.9","2.6","11.2","2.9","5.0","2.0","20.3","4.8","10.6","2.3","9.2","2.8","4.3","2.9","14.1","4.5","17.4","2.6","17.7","3.6","14.9","5.3","14.3","3.8","22.3","3.0","24.2","3.8","29.1","5.4","18.5","5.0","9.2","1.7","12.0","2.7","15.7","4.5","4.3","2.4","10.2","2.1","13.2","3.0","21.0","5.0","2.6","1.7","2.2","1.1","2.7","1.4","4.3","2.4","0.5","0.9","0.6","0.5","1.0","0.7","1.5","1.2","0.0","0.6","44779","3076","52819","3889","68365","5927","28306","3006","56129","4083","65488","5799","N","N","34467","3465","46.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","46.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","46.9","(X)"
"8600000US19136","ZCTA5 19136","12610","298","7227","370","4686","412","5383","323","7.1","1.8","3.9","1.7","0.5","0.6","12.4","3.3","6.2","1.5","3.6","1.7","2.8","1.9","9.5","2.7","12.8","2.4","9.5","2.9","7.3","3.3","17.3","3.8","11.8","1.9","10.8","2.6","7.8","2.5","14.4","3.3","14.1","2.4","13.9","2.5","12.1","2.7","14.3","3.6","19.9","2.3","20.0","3.3","22.6","4.2","18.6","3.6","11.4","1.7","14.1","2.6","14.4","3.3","8.2","2.6","11.6","1.9","16.7","2.7","21.4","3.8","4.2","2.0","3.4","0.9","4.7","1.4","6.8","2.2","1.0","0.7","1.6","0.8","2.9","1.4","4.2","2.0","0.0","0.5","48576","2175","58522","4046","69213","10527","31057","2436","59546","3040","72246","4642","N","N","40698","3039","46.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","48.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","43.0","(X)"
"8600000US19137","ZCTA5 19137","3045","125","2023","139","1156","155","1022","138","8.7","2.8","5.0","2.6","1.9","2.1","16.7","7.3","6.8","3.1","5.3","4.0","4.4","4.7","10.3","5.0","6.8","2.0","6.5","2.7","2.0","1.8","12.2","4.8","10.1","3.3","8.6","3.5","2.9","2.6","14.5","7.8","13.1","3.0","9.2","2.9","7.3","3.4","18.4","7.0","17.5","3.6","20.0","4.7","22.0","6.2","12.4","4.9","17.3","4.1","19.4","5.7","22.3","7.1","10.5","6.5","12.4","3.0","17.1","4.5","22.4","5.7","4.5","2.8","5.2","2.6","5.8","3.2","9.3","5.3","0.5","0.7","2.1","1.4","3.2","2.1","5.5","3.6","0.0","2.4","54006","3730","68272","10122","81181","7629","33137","7047","66242","6247","76838","8679","N","N","39329","5757","41.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","42.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.3","(X)"
"8600000US19138","ZCTA5 19138","11334","467","7010","474","2685","351","4324","427","16.3","2.8","8.7","2.8","6.4","4.3","29.0","5.4","6.5","1.7","3.8","1.4","0.9","1.1","10.7","3.7","12.7","2.3","9.6","2.6","6.2","3.9","18.4","4.3","10.1","2.4","9.3","2.8","4.9","3.7","13.1","4.0","15.5","2.9","18.8","3.7","17.9","5.6","10.3","3.2","17.4","2.9","21.8","3.7","20.1","6.0","10.6","4.0","8.7","1.9","10.2","2.3","10.5","4.2","5.4","2.6","10.2","2.8","14.4","4.3","28.5","8.9","2.2","1.8","1.8","0.8","2.3","1.3","3.3","2.2","0.3","0.6","0.7","0.5","1.1","0.9","1.3","1.1","0.0","0.6","39851","2967","49812","6233","69819","10607","21158","4030","51316","4826","63859","7350","N","N","28535","3134","54.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","58.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","47.3","(X)"
"8600000US19139","ZCTA5 19139","16643","530","8787","579","2062","257","7856","534","20.4","2.2","14.2","2.8","5.5","3.6","28.7","3.9","10.4","1.8","9.6","2.1","5.1","3.2","12.2","2.7","15.5","2.2","16.3","3.5","13.1","5.1","15.5","2.4","10.5","1.7","14.1","2.9","8.5","4.1","8.1","2.0","15.2","1.9","15.4","2.9","15.1","6.2","14.6","2.8","14.9","2.0","13.1","2.2","17.1","5.8","13.3","2.3","7.4","1.2","9.3","2.0","15.5","4.6","5.0","1.7","4.4","1.1","6.2","1.7","14.7","4.7","2.1","1.2","1.0","0.4","1.5","0.7","4.2","2.4","0.3","0.3","0.3","0.3","0.3","0.3","1.1","1.2","0.2","0.3","28505","2841","32096","2246","56908","9992","19300","2364","38352","1820","42736","2538","N","N","30442","2698","53.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","58.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","45.9","(X)"
"8600000US19140","ZCTA5 19140","18459","561","10824","606","3103","324","7635","610","22.3","2.9","15.0","2.7","9.6","4.5","35.1","5.2","14.5","2.1","12.4","2.6","10.7","4.2","18.8","3.6","16.9","2.1","13.4","2.3","10.6","3.5","20.4","3.8","13.9","2.0","17.1","2.7","14.4","4.1","10.3","3.0","12.0","1.6","14.5","2.3","17.4","4.7","8.6","2.5","11.6","2.0","14.4","2.3","17.7","5.4","5.4","2.0","5.4","1.4","8.4","2.1","11.8","4.9","0.8","0.9","2.1","0.7","2.8","1.1","6.1","3.0","0.5","0.6","0.5","0.4","0.7","0.7","0.4","0.6","0.2","0.2","0.7","0.5","1.3","0.9","1.4","2.1","0.0","0.3","21665","2135","31098","1598","40262","5517","13965","1395","34159","3043","43104","4876","50440","9003","19528","1844","47.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","52.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.0","(X)"
